Category,CommunityName,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Street Robbery,SHAGANAPPI,,,,,,,,,,,,
Street Robbery,SHAWNEE SLOPES,,,,,,,,,,,,
Street Robbery,SHAWNESSY,1,,6,1,2,2,1,,,,,
Street Robbery,SHEPARD INDUSTRIAL,,,,,,,,,,,,
Street Robbery,SHERWOOD,,,,,,,,,,,,
Street Robbery,SIGNAL HILL,1,,,,,,,,,,,
Street Robbery,SILVER SPRINGS,,,,,,,,,,1,,
Street Robbery,SILVERADO,,,,,,,,,,,,
Street Robbery,SKYLINE EAST,,,,,,,,,,,,
Street Robbery,SKYLINE WEST,,,,,,,,,,,,
Street Robbery,SKYVIEW RANCH,,1,1,,1,1,,,1,1,,
Street Robbery,SOMERSET,,1,,,1,,,,,,,
Street Robbery,SOUTH AIRWAYS,,,,,,,,,,,,
Street Robbery,SOUTH CALGARY,,,,,,1,,,,,,1
Street Robbery,SOUTH FOOTHILLS,,,,,,,,,,,,
Street Robbery,SOUTHVIEW,,,1,,,,1,,,,,1
Street Robbery,SOUTHWOOD,1,1,1,,1,,,,1,1,2,1
Street Robbery,SPRINGBANK HILL,,,,,,,,,,1,,
Street Robbery,SPRUCE CLIFF,,,,,,,,1,,,,
Street Robbery,ST. ANDREWS HEIGHTS,,,,,,2,,,,,,
Street Robbery,STARFIELD,,,,,,,,,,,,
Street Robbery,STONEGATE LANDING,,,,,,,,,,1,,
Street Robbery,STONEY 1,,,,,,,,,,,,
Street Robbery,STONEY 2,,,,,,,,,,,,
Street Robbery,STONEY 3,,,,,,,,,1,,,
Street Robbery,STONEY 4,,,,,,,,1,,,,
Street Robbery,STRATHCONA PARK,,,,,,,,,,1,,
Street Robbery,SUNALTA,,,2,,,2,1,,2,1,,
Street Robbery,SUNDANCE,,,,,,,,,,,2,1
Street Robbery,SUNNYSIDE,,1,1,,1,2,,,,,,1
Street Robbery,SUNRIDGE,,3,1,4,1,1,1,2,,,1,2
Street Robbery,SYMONS VALLEY RANCH,,,,,,,,,,,,
Street Robbery,TARADALE,,2,,1,1,,1,,1,,,1
Street Robbery,TEMPLE,,,1,,4,2,1,,,,,
Street Robbery,THORNCLIFFE,,,,2,,,1,,2,,,
Street Robbery,TUSCANY,1,,,1,,,,,,1,,
Street Robbery,TUXEDO PARK,,1,,1,,,,1,,,,
Street Robbery,TWINHILLS,,,,,,,,,,,,
Street Robbery,UNIVERSITY DISTRICT,,,,,,,,,,,,
Street Robbery,UNIVERSITY HEIGHTS,,,,,,,,,,,,
Street Robbery,UNIVERSITY OF CALGARY,,1,,,,,,,,,1,
Street Robbery,UPPER MOUNT ROYAL,,,,,,,,,,,,
Street Robbery,VALLEY RIDGE,,,,,,,,,,,,
Street Robbery,VALLEYFIELD,,,,,,,,,,,,
Street Robbery,VARSITY,1,,1,1,,1,,,,,,
Street Robbery,VISTA HEIGHTS,,,,,,,,,,1,,
Street Robbery,WALDEN,,1,1,,,,,,,,,
Street Robbery,WEST HILLHURST,,,,,,,,,,,,
Street Robbery,WEST SPRINGS,,,,,,,,,,,1,
Street Robbery,WESTGATE,,,,,,,,,,,,
Street Robbery,WESTWINDS,,,1,,,,2,1,,2,1,
Street Robbery,WHITEHORN,,1,,,,,1,,1,,,
Street Robbery,WILDWOOD,,,,,,,,,,,,
Street Robbery,WILLOW PARK,,1,,,,,,,,,,
Street Robbery,WINDSOR PARK,,,,,,,1,,,,,
Street Robbery,WINSTON HEIGHTS/MOUNTVIEW,,,,,,,,,,,,
Street Robbery,WOLF WILLOW,,,,,,,,,,,,
Street Robbery,WOODBINE,,,1,,,,1,,,,,
Street Robbery,WOODLANDS,,,,,,,,,,,,
Street Robbery,YORKVILLE,,,,,,,,,,,,1
Street Robbery,01B,,,,,,,,,,,,
Street Robbery,01F,,,,,,,,,,,,
Street Robbery,01I,,,,,,,,,,,,
Street Robbery,01K,,,,,,,,,,,,
Street Robbery,02B,,,,,,,,,,,,
Street Robbery,02C,,,,,,,,,,,,
Street Robbery,02E,,,,,,,,,,,,
Street Robbery,02F,,,,,,,,,,,,
Street Robbery,02K,,,,,,,,,,,,
Street Robbery,02L,,,,,,,,,,,,
Street Robbery,03W,,,,,,,,,,,,
Street Robbery,05D,,,,,,,,,,,,
Street Robbery,05F,,,,,,,,,,,,
Street Robbery,05G,,,,,,,,,,,,
Street Robbery,06A,,,,,,,,,,,,
Street Robbery,06B,,,,,,,,,,,,
Street Robbery,06C,,,,,,,,,,,,
Street Robbery,09D,,,,,,,,,,,,
Street Robbery,09H,,,,,,,,,,,,
Street Robbery,09K,,,,,,,,,,,,
Street Robbery,09O,,,,,,,,,,,,
Street Robbery,09P,,,,,,,,,,,,
Street Robbery,09Q,,,,,,,,,,,,
Street Robbery,10D,,,,,,,,,,,,
Street Robbery,10E,,,,,,,,,,,,
Street Robbery,12A,,,,,,,,,,,,
Street Robbery,12B,,,,,,,,,,,,
Street Robbery,12C,,,,,,,,,,,,
Street Robbery,12I,,,,,,,,,,,,
Street Robbery,12J,,,,,,,,,,,,
Street Robbery,12K,,,,,,,,,,,,
Street Robbery,12L,,,,,,,,,,,,
Street Robbery,13A,,,,,,,,,,,,
Street Robbery,13C,,,,,,,,,,,,
Street Robbery,13E,,,,,,,,,,,,
Street Robbery,13F,,,,,,,,,,,,
Street Robbery,13G,,,,,,,,,,,,
Street Robbery,13H,,,,,,,,,,,,
Street Robbery,13M,,,,,,,,,,,,
Street Robbery,SCARBORO/ SUNALTA WEST,,,,,,,,,,,,
Street Robbery,01H CRESTMONT,,,,,,,,,,,,
Street Robbery,01H,,,,,,,,,,,,
Street Robbery,LEWISBURG,,,,,,,,,,,,
Street Robbery,13J,,,,,,,,,,,,
Street Robbery,CORNERSTONE ,,,,,,,,,,,,
,,,,,,,,,,,,,
Violence  'Other' (Non-domestic),ABBEYDALE,,,1,,,1,1,1,,1,,
Violence  'Other' (Non-domestic),ACADIA,1,3,2,2,3,2,1,3,3,2,,
Violence  'Other' (Non-domestic),ALBERT PARK/RADISSON HEIGHTS,2,2,3,1,2,4,1,,2,1,1,2
Violence  'Other' (Non-domestic),ALPINE PARK,1,,,,,,,,1,,,
Violence  'Other' (Non-domestic),ALTADORE,,2,2,,1,,,1,,,,1
Violence  'Other' (Non-domestic),ALYTH/BONNYBROOK,,,,1,1,1,,2,,,,1
Violence  'Other' (Non-domestic),AMBLETON,,,,,,,,1,,,,
Violence  'Other' (Non-domestic),APPLEWOOD PARK,2,1,,2,2,,1,3,1,1,2,1
Violence  'Other' (Non-domestic),ARBOUR LAKE,1,,,3,2,1,1,1,,,1,
Violence  'Other' (Non-domestic),ASPEN WOODS,,2,1,,,,3,2,1,1,1,1
Violence  'Other' (Non-domestic),AUBURN BAY,4,,2,,3,3,3,,1,,1,1
Violence  'Other' (Non-domestic),AURORA BUSINESS PARK,,1,,,1,,,,,,,
Violence  'Other' (Non-domestic),BANFF TRAIL,,1,2,1,3,2,1,3,,,,1
Violence  'Other' (Non-domestic),BANKVIEW,,1,1,,,,,1,1,3,,3
Violence  'Other' (Non-domestic),BAYVIEW,1,,,,1,,,,,,,
Violence  'Other' (Non-domestic),BEDDINGTON HEIGHTS,4,,2,1,2,1,1,2,1,,4,
Violence  'Other' (Non-domestic),BEL-AIRE,,,1,,,,,,,,,
Violence  'Other' (Non-domestic),BELMONT,,,,,,,,,,,1,
Violence  'Other' (Non-domestic),BELTLINE,12,6,4,11,13,10,17,8,6,11,8,5
Violence  'Other' (Non-domestic),BELVEDERE,,1,,,,,,,,,2,
Violence  'Other' (Non-domestic),BONAVISTA DOWNS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),BOWNESS,3,6,3,3,6,8,3,,3,5,5,3
Violence  'Other' (Non-domestic),BRAESIDE,,,1,,1,1,1,2,1,,2,2
Violence  'Other' (Non-domestic),BRENTWOOD,,,,1,1,2,1,,1,1,1,2
Violence  'Other' (Non-domestic),BRIDGELAND/RIVERSIDE,,1,,3,2,,4,1,1,1,3,
Violence  'Other' (Non-domestic),BRIDLEWOOD,2,,4,1,2,1,1,,,,1,
Violence  'Other' (Non-domestic),BRITANNIA,,,,,,,,,,,,
Violence  'Other' (Non-domestic),BURNS INDUSTRIAL,,,,1,,,1,,,,,1
Violence  'Other' (Non-domestic),CALGARY INTERNATIONAL AIRPORT,3,,1,,2,1,2,1,1,3,2,1
Violence  'Other' (Non-domestic),CAMBRIAN HEIGHTS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),CANADA OLYMPIC PARK,,,,,,,,,,,,
Violence  'Other' (Non-domestic),CANYON MEADOWS,,1,2,1,2,,2,3,1,1,,2
Violence  'Other' (Non-domestic),CAPITOL HILL,,2,,1,,2,2,,1,,,
Violence  'Other' (Non-domestic),CARRINGTON,,,1,,,,,,,2,,
Violence  'Other' (Non-domestic),CASTLERIDGE,1,,3,2,1,1,1,1,1,1,,2
Violence  'Other' (Non-domestic),CEDARBRAE,1,,2,,3,,1,,,1,,
Violence  'Other' (Non-domestic),CHAPARRAL,2,1,,1,3,1,,,2,1,,
Violence  'Other' (Non-domestic),CHARLESWOOD,,2,,,,,,1,,,,
Violence  'Other' (Non-domestic),CHINATOWN,,1,,1,1,1,,,,,1,
Violence  'Other' (Non-domestic),CHINOOK PARK,2,,,,,,,,,1,,
Violence  'Other' (Non-domestic),CHRISTIE PARK,,1,,,,,,,,1,,
Violence  'Other' (Non-domestic),CITADEL,,,,1,3,2,,,,,1,
Violence  'Other' (Non-domestic),CITYSCAPE,,,1,,,,,,1,,1,
Violence  'Other' (Non-domestic),CLIFF BUNGALOW,,,,,,,1,,,,,
Violence  'Other' (Non-domestic),COACH HILL,,,,,1,,,,,,,
Violence  'Other' (Non-domestic),COLLINGWOOD,,,1,,,,,2,,1,,
Violence  'Other' (Non-domestic),COPPERFIELD,,,2,,1,4,2,1,1,,,
Violence  'Other' (Non-domestic),CORAL SPRINGS,,1,,,,1,1,,1,,,
Violence  'Other' (Non-domestic),CORNERSTONE,,2,,,,,1,,,,,
Violence  'Other' (Non-domestic),COUGAR RIDGE,,,1,,1,,1,,,,,
Violence  'Other' (Non-domestic),COUNTRY HILLS,,,1,,,,,1,1,,,
Violence  'Other' (Non-domestic),COUNTRY HILLS VILLAGE,1,,1,1,1,1,,,,1,1,
Violence  'Other' (Non-domestic),COVENTRY HILLS,2,1,1,2,2,,1,2,5,3,2,1
Violence  'Other' (Non-domestic),CRANSTON,2,1,,2,2,1,3,,1,,,1
Violence  'Other' (Non-domestic),CRESCENT HEIGHTS,1,1,3,,5,6,2,1,2,2,2,2
Violence  'Other' (Non-domestic),CRESTMONT,,,,,,1,,,,,,
Violence  'Other' (Non-domestic),CURRIE BARRACKS,,,,,,,,,1,,,
Violence  'Other' (Non-domestic),DALHOUSIE,2,1,,2,,1,,1,3,,,
Violence  'Other' (Non-domestic),DEER RIDGE,,1,,1,,,1,2,,,2,
Violence  'Other' (Non-domestic),DEER RUN,1,,,,,1,,1,1,,1,
Violence  'Other' (Non-domestic),DEERFOOT BUSINESS CENTRE,,1,,1,1,1,,,,,1,
Violence  'Other' (Non-domestic),DIAMOND COVE,,,,,,,,,,,,
Violence  'Other' (Non-domestic),DISCOVERY RIDGE,,,,1,1,,,1,,,,
Violence  'Other' (Non-domestic),DOUGLASDALE/GLEN,1,3,,2,1,1,2,1,,1,,3
Violence  'Other' (Non-domestic),DOVER,3,2,3,2,2,2,1,1,1,5,1,2
Violence  'Other' (Non-domestic),DOWNTOWN COMMERCIAL CORE,10,9,10,2,18,5,8,6,3,5,6,6
Violence  'Other' (Non-domestic),DOWNTOWN EAST VILLAGE,1,4,3,2,2,3,7,4,3,3,1,2
Violence  'Other' (Non-domestic),DOWNTOWN WEST END,,1,,1,,,,1,,,,
Violence  'Other' (Non-domestic),EAGLE RIDGE,,,3,2,1,1,1,1,1,1,3,1
Violence  'Other' (Non-domestic),EAST FAIRVIEW INDUSTRIAL,1,,,,,,,,1,,,
Violence  'Other' (Non-domestic),EAST SHEPARD INDUSTRIAL,,2,,1,,1,1,1,,,1,1
Violence  'Other' (Non-domestic),EASTFIELD,,,,,,,,,,,,
Violence  'Other' (Non-domestic),EAU CLAIRE,,,,1,1,,,,,1,1,
Violence  'Other' (Non-domestic),EDGEMONT,1,,,2,1,,1,,,2,1,1
Violence  'Other' (Non-domestic),ELBOW PARK,,,,1,,,,,,,,1
Violence  'Other' (Non-domestic),ELBOYA,,,,1,,1,,,,,,1
Violence  'Other' (Non-domestic),ERIN WOODS,,,2,3,2,,,,,,1,
Violence  'Other' (Non-domestic),ERLTON,1,,,,,,,,,1,,
Violence  'Other' (Non-domestic),EVANSTON,,4,1,2,,,3,1,1,2,,1
Violence  'Other' (Non-domestic),EVERGREEN,,3,1,,,2,1,2,,1,2,
Violence  'Other' (Non-domestic),FAIRVIEW,1,,2,,,1,,,1,1,,
Violence  'Other' (Non-domestic),FAIRVIEW INDUSTRIAL,1,,1,2,,1,,1,1,,,1
Violence  'Other' (Non-domestic),FALCONRIDGE,4,3,1,1,2,3,2,3,1,1,2,3
Violence  'Other' (Non-domestic),FISH CREEK PARK,,,,,,,,,,1,,
Violence  'Other' (Non-domestic),FOOTHILLS,,,,,,,,1,3,,,
Violence  'Other' (Non-domestic),FOREST HEIGHTS,1,4,1,,2,1,2,1,,1,1,
Violence  'Other' (Non-domestic),FOREST LAWN,2,6,5,5,3,3,5,4,4,3,2,1
Violence  'Other' (Non-domestic),FOREST LAWN INDUSTRIAL,,1,2,,1,1,,1,,,,1
Violence  'Other' (Non-domestic),FRANKLIN,5,1,,1,,1,,2,,1,,3
Violence  'Other' (Non-domestic),GARRISON GREEN,1,,,,,1,1,,,,,1
Violence  'Other' (Non-domestic),GARRISON WOODS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),GLACIER RIDGE,,,,,,,,,,,,
Violence  'Other' (Non-domestic),GLAMORGAN,,1,1,,4,2,1,,1,,,2
Violence  'Other' (Non-domestic),GLENBROOK,,,2,,,2,3,1,1,1,1,
Violence  'Other' (Non-domestic),GLENDALE,,,1,2,2,2,,,1,2,,
Violence  'Other' (Non-domestic),GLENDEER BUSINESS PARK,,,,,,,,,,,,
Violence  'Other' (Non-domestic),GLENMORE PARK,,,,,,,,,,,,
Violence  'Other' (Non-domestic),GOLDEN TRIANGLE,,,,,,,,,,,1,
Violence  'Other' (Non-domestic),GREAT PLAINS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),GREENVIEW,,,1,,1,,,1,1,,,
Violence  'Other' (Non-domestic),GREENVIEW INDUSTRIAL PARK,1,,,1,,,1,1,1,1,1,
Violence  'Other' (Non-domestic),GREENWOOD/GREENBRIAR,1,,1,1,,,1,1,,1,,1
Violence  'Other' (Non-domestic),HAMPTONS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),HARVEST HILLS,,1,,2,2,2,1,,1,1,1,
Violence  'Other' (Non-domestic),HASKAYNE,,,,,,,,,,,,
Violence  'Other' (Non-domestic),HAWKWOOD,,1,,,,,,,,,,1
Violence  'Other' (Non-domestic),HAYSBORO,1,2,2,1,1,3,2,3,4,1,1,1
Violence  'Other' (Non-domestic),HIDDEN VALLEY,1,,,1,,1,1,,1,,,
Violence  'Other' (Non-domestic),HIGHFIELD,,1,,,,,,1,1,,,
Violence  'Other' (Non-domestic),HIGHLAND PARK,1,1,1,1,4,,,2,2,1,2,
Violence  'Other' (Non-domestic),HIGHWOOD,1,,,,,,,,,,1,
Violence  'Other' (Non-domestic),HILLHURST,3,,,1,1,1,1,2,1,,2,2
Violence  'Other' (Non-domestic),HOMESTEAD,,,,,,,,,,,,
Violence  'Other' (Non-domestic),HORIZON,,3,1,1,2,1,,,2,2,1,
Violence  'Other' (Non-domestic),HOTCHKISS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),HOUNSFIELD HEIGHTS/BRIAR HILL,,,2,1,,,,1,1,,1,1
Violence  'Other' (Non-domestic),HUNTINGTON HILLS,2,2,1,5,1,,1,3,3,1,2,3
Violence  'Other' (Non-domestic),INGLEWOOD,1,,3,2,1,1,2,1,,,2,1
Violence  'Other' (Non-domestic),KELVIN GROVE,,,1,1,,,2,1,,1,,
Violence  'Other' (Non-domestic),KEYSTONE HILLS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),KILLARNEY/GLENGARRY,1,,1,1,,3,,,1,,2,
Violence  'Other' (Non-domestic),KINCORA,,,,,,,,1,,,,
Violence  'Other' (Non-domestic),KINGSLAND,,,,1,1,1,1,2,3,,,
Violence  'Other' (Non-domestic),LAKE BONAVISTA,,,2,,2,1,,1,,,1,
Violence  'Other' (Non-domestic),LAKEVIEW,1,,1,,1,1,,,1,,,1
Violence  'Other' (Non-domestic),LEGACY,2,,,2,1,1,2,,,1,2,
Violence  'Other' (Non-domestic),LINCOLN PARK,1,1,1,,2,,,,1,,,2
Violence  'Other' (Non-domestic),LIVINGSTON,,1,,1,3,1,,,,,1,3
Violence  'Other' (Non-domestic),LOWER MOUNT ROYAL,1,1,4,,,,1,,2,1,,
Violence  'Other' (Non-domestic),MACEWAN GLEN,1,1,,,1,,,,,,1,
Violence  'Other' (Non-domestic),MAHOGANY,2,1,,1,2,2,2,4,1,,1,
Violence  'Other' (Non-domestic),MANCHESTER,,1,,,,,,,,1,,1
Violence  'Other' (Non-domestic),MANCHESTER INDUSTRIAL,,,,1,1,1,2,,3,1,,
Violence  'Other' (Non-domestic),MAPLE RIDGE,,,,,,,,,1,,,
Violence  'Other' (Non-domestic),MARLBOROUGH,1,2,1,3,4,1,6,1,4,3,1,3
Violence  'Other' (Non-domestic),MARLBOROUGH PARK,,,,,2,2,2,,1,,3,1
Violence  'Other' (Non-domestic),MARTINDALE,,3,2,1,1,2,5,1,1,,1,
Violence  'Other' (Non-domestic),MAYFAIR,,,,,,,,,,,,
Violence  'Other' (Non-domestic),MAYLAND,,,,,,,,,,,,
Violence  'Other' (Non-domestic),MAYLAND HEIGHTS,,2,3,,1,,,1,3,,1,1
Violence  'Other' (Non-domestic),MCCALL,1,,,,,,,,1,,,
Violence  'Other' (Non-domestic),MCKENZIE LAKE,1,2,,1,,1,,1,2,1,1,
Violence  'Other' (Non-domestic),MCKENZIE TOWNE,1,2,1,3,2,1,1,1,1,1,,1
Violence  'Other' (Non-domestic),MEADOWLARK PARK,,1,1,,1,1,,,,,2,
Violence  'Other' (Non-domestic),MEDICINE HILL,,,,,,,,,,,,
Violence  'Other' (Non-domestic),MERIDIAN,,2,,,,1,,,2,1,,
Violence  'Other' (Non-domestic),MIDNAPORE,2,2,2,1,,,,1,,1,1,1
Violence  'Other' (Non-domestic),MILLRISE,,1,1,,,1,2,1,,,,
Violence  'Other' (Non-domestic),MISSION,,,,1,1,1,1,1,3,1,1,1
Violence  'Other' (Non-domestic),MONTEREY PARK,,1,2,2,1,,,1,,,,
Violence  'Other' (Non-domestic),MONTGOMERY,,,,,,,,3,,1,2,1
Violence  'Other' (Non-domestic),MOUNT PLEASANT,,1,2,1,2,1,,,2,2,,
Violence  'Other' (Non-domestic),NEW BRIGHTON,,2,1,1,3,1,,,1,,1,
Violence  'Other' (Non-domestic),NOLAN HILL,1,,,,,,,1,,1,,
Violence  'Other' (Non-domestic),NORTH AIRWAYS,,,,,,,,1,,1,,
Violence  'Other' (Non-domestic),NORTH GLENMORE PARK,,,1,,1,1,,,1,,1,
Violence  'Other' (Non-domestic),NORTH HAVEN,2,,,,,1,1,1,,1,,
Violence  'Other' (Non-domestic),NORTH HAVEN UPPER,,,,,,,,,,,,
Violence  'Other' (Non-domestic),NOSE HILL PARK,2,,,1,,3,1,,,1,1,1
Violence  'Other' (Non-domestic),OAKRIDGE,,,,1,,,,2,,,,
Violence  'Other' (Non-domestic),OGDEN,2,1,2,1,3,2,1,1,1,2,3,3
Violence  'Other' (Non-domestic),OGDEN SHOPS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),PALLISER,,,,,,1,,,,,,1
Violence  'Other' (Non-domestic),PANORAMA HILLS,1,,,2,6,2,3,2,1,,1,2
Violence  'Other' (Non-domestic),PARKDALE,1,,,,,,,,1,,,1
Violence  'Other' (Non-domestic),PARKHILL,,1,,,,,,1,,,1,
Violence  'Other' (Non-domestic),PARKLAND,,1,,2,,,1,1,1,,1,
Violence  'Other' (Non-domestic),PATTERSON,,,1,,2,,1,,,1,,
Violence  'Other' (Non-domestic),PEGASUS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),PENBROOKE MEADOWS,3,1,2,2,2,4,1,2,2,1,,1
Violence  'Other' (Non-domestic),PINE CREEK,,,,,,,,,,,,1
Violence  'Other' (Non-domestic),PINERIDGE,1,2,5,1,4,5,1,3,1,2,3,6
Violence  'Other' (Non-domestic),POINT MCKAY,,,,,,,1,,,,,
Violence  'Other' (Non-domestic),PUMP HILL,,,,,,,1,,1,1,,3
Violence  'Other' (Non-domestic),QUEENS PARK VILLAGE,,,1,,,,,,,,,
Violence  'Other' (Non-domestic),QUEENSLAND,,2,,2,,,3,,,1,1,1
Violence  'Other' (Non-domestic),RAMSAY,1,1,1,1,,,3,,,,1,
Violence  'Other' (Non-domestic),RANCHLANDS,2,1,1,,,1,2,,,1,,
Violence  'Other' (Non-domestic),RANGEVIEW,,,,,,,,,,,,
Violence  'Other' (Non-domestic),RED CARPET,,,,2,,,,,,,,
Violence  'Other' (Non-domestic),REDSTONE,,,,,1,1,,2,,2,,
Violence  'Other' (Non-domestic),RENFREW,1,2,1,,2,1,2,,,1,,
Violence  'Other' (Non-domestic),RICHMOND,,,,1,1,1,,,1,1,1,
Violence  'Other' (Non-domestic),RIDEAU PARK,1,,,,,,,,,,,
Violence  'Other' (Non-domestic),RIVERBEND,,,1,1,1,,,,,,,
Violence  'Other' (Non-domestic),ROCKY RIDGE,,,,1,,1,,,,1,1,1
Violence  'Other' (Non-domestic),ROSEDALE,,,,,,,,,,,,
Violence  'Other' (Non-domestic),ROSEMONT,,,,,,,,,,,,
Violence  'Other' (Non-domestic),ROSSCARROCK,,,2,,3,4,1,2,1,2,,1
Violence  'Other' (Non-domestic),ROXBORO,,,,,,,,,,,,
Violence  'Other' (Non-domestic),ROYAL OAK,1,,,1,3,1,1,,,1,1,
Violence  'Other' (Non-domestic),ROYAL VISTA,,,,,,,,,,,,
Violence  'Other' (Non-domestic),RUNDLE,1,2,2,,,,,1,,4,1,
Violence  'Other' (Non-domestic),RUTLAND PARK,,2,,1,,,,,2,,1,1
Violence  'Other' (Non-domestic),SADDLE RIDGE,1,2,3,6,5,1,2,4,3,3,3,3
Violence  'Other' (Non-domestic),SADDLE RIDGE INDUSTRIAL,,,,2,,,1,1,1,,,
Violence  'Other' (Non-domestic),SAGE HILL,,1,1,,,,,,,,,1
Violence  'Other' (Non-domestic),SANDSTONE VALLEY,1,,1,,,,,1,,1,,
Violence  'Other' (Non-domestic),SCARBORO,,,,,,,,,,,,
Violence  'Other' (Non-domestic),SCENIC ACRES,,,1,,,,,,,,,
Violence  'Other' (Non-domestic),SECTION 23,,,,,,,,,,,,
Violence  'Other' (Non-domestic),SETON,,,1,3,,2,1,2,2,2,,1
Violence  'Other' (Non-domestic),SHAGANAPPI,,,1,1,2,,,2,1,1,1,
Violence  'Other' (Non-domestic),SHAWNEE SLOPES,1,,,1,,,,,1,,,
Violence  'Other' (Non-domestic),SHAWNESSY,,3,1,2,1,1,1,2,3,2,,1
Violence  'Other' (Non-domestic),SHEPARD INDUSTRIAL,,1,,1,,1,,,,,,
Violence  'Other' (Non-domestic),SHERWOOD,1,,,,1,1,,,1,1,,
Violence  'Other' (Non-domestic),SIGNAL HILL,1,1,,,2,3,1,1,1,1,,1
Violence  'Other' (Non-domestic),SILVER SPRINGS,1,1,1,,,,2,1,,,1,
Violence  'Other' (Non-domestic),SILVERADO,,1,,2,2,,,,,,,3
Violence  'Other' (Non-domestic),SKYLINE EAST,,,,,,,,,,,,1
Violence  'Other' (Non-domestic),SKYLINE WEST,,,,,,,,,,,,
Violence  'Other' (Non-domestic),SKYVIEW RANCH,2,,,1,1,,2,1,,2,,2
Violence  'Other' (Non-domestic),SOMERSET,,,1,1,,1,,,1,,,
Violence  'Other' (Non-domestic),SOUTH AIRWAYS,1,1,,1,1,1,1,,,,,
Violence  'Other' (Non-domestic),SOUTH CALGARY,2,1,2,2,,1,,1,,,,
Violence  'Other' (Non-domestic),SOUTH FOOTHILLS,,,1,,3,1,,,,,,1
Violence  'Other' (Non-domestic),SOUTHVIEW,1,,,1,,,3,,2,1,,3
Violence  'Other' (Non-domestic),SOUTHWOOD,1,,4,2,3,,1,2,,,3,2
Violence  'Other' (Non-domestic),SPRINGBANK HILL,1,,2,2,1,1,1,2,1,2,,1
Violence  'Other' (Non-domestic),SPRUCE CLIFF,1,,,,1,1,,,,1,1,1
Violence  'Other' (Non-domestic),ST. ANDREWS HEIGHTS,1,,,1,1,,,4,1,1,2,2
Violence  'Other' (Non-domestic),STARFIELD,,,,,,,,,,,,
Violence  'Other' (Non-domestic),STONEGATE LANDING,,,,,,,,1,,,,
Violence  'Other' (Non-domestic),STONEY 1,,,,,,,,,,,,
Violence  'Other' (Non-domestic),STONEY 2,1,,,,,,,1,1,,,
Violence  'Other' (Non-domestic),STONEY 3,,,,,,1,,,,,,
Violence  'Other' (Non-domestic),STONEY 4,,,1,,,,,,,,,
Violence  'Other' (Non-domestic),STRATHCONA PARK,,,2,1,,,1,,,,1,
Violence  'Other' (Non-domestic),SUNALTA,,,3,1,,2,1,,,1,,
Violence  'Other' (Non-domestic),SUNDANCE,1,,1,3,1,1,,1,1,2,1,1
Violence  'Other' (Non-domestic),SUNNYSIDE,,,,,1,1,,1,1,,1,1
Violence  'Other' (Non-domestic),SUNRIDGE,2,,4,4,2,6,4,3,5,1,2,
Violence  'Other' (Non-domestic),SYMONS VALLEY RANCH,,,,,,,,,,,,
Violence  'Other' (Non-domestic),TARADALE,,1,2,1,1,,1,3,1,2,3,1
Violence  'Other' (Non-domestic),TEMPLE,1,1,,,2,1,1,1,1,3,,1
Violence  'Other' (Non-domestic),THORNCLIFFE,1,,1,2,1,,1,2,4,1,5,1
Violence  'Other' (Non-domestic),TUSCANY,3,1,1,2,2,2,2,2,2,1,1,
Violence  'Other' (Non-domestic),TUXEDO PARK,1,2,1,1,3,3,3,5,,,,
Violence  'Other' (Non-domestic),TWINHILLS,,,,,,,,,,,,
Violence  'Other' (Non-domestic),UNIVERSITY DISTRICT,1,,,,,,,2,,1,,
Violence  'Other' (Non-domestic),UNIVERSITY HEIGHTS,1,,1,,,1,,1,,,,
Violence  'Other' (Non-domestic),UNIVERSITY OF CALGARY,2,,2,1,,,,,,,,
Violence  'Other' (Non-domestic),UPPER MOUNT ROYAL,,,,,,1,,1,1,,,
Violence  'Other' (Non-domestic),VALLEY RIDGE,,,,,,,1,,,,,1
Violence  'Other' (Non-domestic),VALLEYFIELD,,,1,,,,,,,1,,
Violence  'Other' (Non-domestic),VARSITY,,,1,,2,1,2,3,,3,1,1
Violence  'Other' (Non-domestic),VISTA HEIGHTS,1,,,1,,3,1,,1,,,
Violence  'Other' (Non-domestic),WALDEN,1,,,,,,1,,,1,1,
Violence  'Other' (Non-domestic),WEST HILLHURST,,3,,,2,,3,1,2,,,
Violence  'Other' (Non-domestic),WEST SPRINGS,2,2,,1,1,1,,1,,,,1
Violence  'Other' (Non-domestic),WESTGATE,,1,2,1,,,2,1,1,1,,
Violence  'Other' (Non-domestic),WESTWINDS,2,,1,,1,,1,2,3,,2,1
Violence  'Other' (Non-domestic),WHITEHORN,4,1,2,2,3,3,,1,1,1,3,2
Violence  'Other' (Non-domestic),WILDWOOD,,,,1,,,,,1,,,
